OBJECTID,poly_IncidentName,poly_FeatureCategory,poly_MapMethod,poly_GISAcres,poly_CreateDate,poly_DateCurrent,poly_PolygonDateTime,poly_Acres_AutoCalc,poly_GlobalID,poly_Source,irwin_ABCDMisc,irwin_ADSPermissionState,irwin_CalculatedAcres,irwin_ContainmentDateTime,irwin_ControlDateTime,irwin_DailyAcres,irwin_DiscoveryAcres,irwin_DispatchCenterID,irwin_EstimatedCostToDate,irwin_FFReportApprovedByTitle,irwin_FFReportApprovedByUnit,irwin_FFReportApprovedDate,irwin_FireBehaviorGeneral,irwin_FireBehaviorGeneral1,irwin_FireBehaviorGeneral2,irwin_FireBehaviorGeneral3,irwin_FireCause,irwin_FireCauseGeneral,irwin_FireCauseSpecific,irwin_FireCode,irwin_FireDepartmentID,irwin_FireDiscoveryDateTime,irwin_FireMgmtComplexity,irwin_FireOutDateTime,irwin_FSConfinePercent,irwin_FSFullSuppPercent,irwin_FSMonitorPercent,irwin_FSPointZonePercent,irwin_FSJobCode,irwin_FSOverrideCode,irwin_GACC,irwin_ICS209ReportDateTime,irwin_ICS209RForTimePeriodFrom,irwin_ICS209RForTimePeriodTo,irwin_ICS209ReportStatus,irwin_IncidentManagementOrg,irwin_IncidentName,irwin_IncidentShortDescription,irwin_IncidentTypeCategory,irwin_IncidentTypeKind,irwin_InitialLatitude,irwin_InitialLongitude,irwin_InitialResponseAcres,irwin_InitialResponseDateTime,irwin_IrwinID,irwin_IsFireCauseInvestigated,irwin_IsFireCodeRequested,irwin_IsFSAssisted,irwin_IsMultiJurisdictional,irwin_IsReimbursable,irwin_IsTrespass,irwin_IsUnifiedCommand,irwin_LocalIncidentIdentifier,irwin_PercentContained,irwin_PercentPerToBeContained,irwin_POOCity,irwin_POOCounty,irwin_POODispatchCenterID,irwin_POOFips,irwin_POOJurisdictionalAgency,irwin_POOJurisdictionalUnit,irwin_POOJurisdUnitParentUnit,irwin_POOLandownerCategory,irwin_POOLandownerKind,irwin_POOLegalDescPrinMeridian,irwin_POOLegalDescQtr,irwin_POOLegalDescQtrQtr,irwin_POOLegalDescRange,irwin_POOLegalDescSection,irwin_POOLegalDescTownship,irwin_POOPredServiceAreaID,irwin_POOProtectingAgency,irwin_POOProtectingUnit,irwin_POOState,irwin_PredominantFuelGroup,irwin_PredominantFuelModel,irwin_PrimaryFuelModel,irwin_SecondaryFuelModel,irwin_TotalIncidentPersonnel,irwin_UniqueFireIdentifier,irwin_WFDSSDecisionStatus,irwin_CreatedBySystem,irwin_ModifiedBySystem,irwin_IsDispatchComplete,irwin_OrganizationalAssessment,irwin_StratDecisionPublishDate,irwin_GlobalID,irwin_Source,irwin_ArchivedOn,irwin_ModifiedOnDateTime_dt,irwin_CreatedOnDateTime_dt,GlobalID,SHAPE_Length,SHAPE_Area
11616,Noatak River,Wildfire Daily Fire Perimeter,Image Interpretation,19001.66846,2021/07/20 00:53:26+00,2021/07/20 00:53:26+00,2021/07/14 22:00:15+00,19001.59095,{BE244D10-9361-47A1-BDC4-5BB5A964A881},FFP,,CERTIFIED,19001.66,2021/07/04 03:40:00+00,2021/07/04 03:49:59+00,19001.7,20,AKGADC,20000,,,2021/07/20 00:53:23+00,Minimal,Smoldering,,,Natural,Lightning,,N278,,2021/06/19 00:01:00+00,Type 5 Incident,2021/07/04 03:59:59+00,0,0,100,0,PD,1522,AICC,2021/07/02 00:00:00+00,2021/06/26 00:00:00+00,2021/07/02 00:00:00+00,F,Type 5 IC,Noatak River,"75 miles NW Ambler, AK",WF,FI,68.14996,-159.0295,20,2021/06/19 00:01:00+00,{311D181D-62AA-4296-BDA0-DBA691D0147D},,0,1,0,0,0,0,232,100,100,,Northwest Arctic,AKGADC,2188,NPS,AKNOP,,NPS,Federal,,,,,,,AK04,BLM,AKGAD,US-AK,Grass-Shrub,GS1,Short Grass (1 foot),,,2021-AKGAD-000232,Approved Decision,wildcad,INFORM_Inspector,0,Type 4 Incident,2021/06/25 16:55:35+00,,IRWIN,,2021/07/20 00:53:23+00,2021/06/19 00:17:23+00,{E5723C43-4A48-49B7-B411-B0D14146776B},1.350690638,-0.016568052
11617, MCBEE,Wildfire Daily Fire Perimeter,Phone/Tablet,6,2021/06/20 03:01:02+00,2021/06/20 16:26:09+00,2021/06/20 05:16:13+00,7.500804234,{BCE1990A-C490-4381-A166-3A508017BF88},2021 NIFS,,DEFAULT,,2021/06/20 22:24:00+00,2021/06/21 23:32:59+00,7.5,6,WACWC,,,,,,,,,Undetermined,Firearms/Weapons,Ammunition,N3CS,,2021/06/20 00:16:00+00,,2021/07/07 17:19:59+00,,,,,PD,1522,NWCC,,,,,, MCBEE,,WF,FI,46.23589,-119.485,7.5,,{44600512-E5F0-47C3-B400-CA1EB60774F1},1,0,1,0,0,0,,228,,,,Benton,WACWC,53005,BLM,WASPD,,BLM,Federal,,,,,,,NW10,BLM,WASPD,US-WA,,,,,,2021-WASPD-000228,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/07/16 22:04:23+00,2021/06/20 03:01:00+00,{F850D53D-2839-4D8C-8500-55F1D2C73DD6},0.008523104,-3.54E-06
11618,Cutoff,Wildfire Daily Fire Perimeter,Mixed Methods,1288.22988,2021/06/22 21:52:05+00,2021/06/23 18:52:51+00,2021/06/23 05:52:58+00,1288.22495,{5D55C4DE-38C6-4222-A7DE-0E68BFAC4844},2021 NIFS,,DEFAULT,1374.623,2021/07/01 01:59:00+00,,1288,1,ORLFC,4100000,,,,Minimal,Smoldering,Smoldering,Uphill Runs,Undetermined,,,N3A6,,2021/06/19 20:29:00+00,Type 4 Incident,,0,100,0,0,PN,1522,NWCC,2021/07/01 00:30:00+00,2021/06/30 00:59:59+00,2021/07/01 00:30:00+00,F,Type 4 IC,Cutoff,6 Miles North of Bonanza,WF,FI,42.28569,-121.4051,1,,{FF8061E0-2209-4B2F-8D33-3717FC6F7F34},,0,1,0,0,0,0,210215,100,100,,Klamath,ORLFC,41035,,,,Private,Private,Willamette,NE,SW,12E,20,38S,NW07,DOF,OR981S,US-OR,,,Timber (Grass and Understory),Brush (2 feet),76,2021-OR981S-210215,Approved Decision,wildcad,wildcad,0,Type 2 Incident,2021/06/20 22:39:11+00,,IRWIN,,2021/07/01 02:05:06+00,2021/06/19 20:47:13+00,{950B661F-E416-44DB-AEB4-6E3B28A073F0},0.198651435,-0.000568976
11619,King Fisher,Wildfire Daily Fire Perimeter,Hand Sketch,0.1,2021/06/25 23:49:50+00,2021/06/25 23:49:50+00,2021/03/12 20:39:09+00,0.252964205,{A08C9BE7-8AB6-4834-87A4-2DA0C3D82F75},FFP,,CERTIFIED,,2021/03/12 14:45:00+00,2021/03/12 14:45:00+00,0.25,0.1,IDBDC,,,,2021/06/25 23:49:45+00,,,,,Human,Other Human Cause,,NU52,,2021/03/11 14:39:00+00,,2021/03/22 15:59:59+00,,,,,PD,1522,GBCC,,,,,,KING FISHER,,WF,FI,43.53998,-116.6054,,,{D01EC9D8-37C9-4167-B318-450756782870},,0,1,0,0,0,,57,,,,Canyon,IDBDC,16027,,,,Private,Private,,,,,,,GB03,BLM,IDBOD,US-ID,Grass,GR1,,,,2021-IDBOD-000057,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/06/25 23:49:47+00,2021/03/12 15:00:14+00,{2D2F4BB0-3424-4DB1-A2C5-3A516A3B240E},0.001581461,-1.14E-07
11620,21 Field 8,Prescribed Fire,Digitized,291.2851544,2021/06/23 16:48:31+00,2021/06/23 16:48:31+00,2021/06/10 17:11:10+00,291.2851611,{E5084C2C-4DF2-4F39-B65D-91BC1A36BE0B},FFP,,CERTIFIED,291.29,,,291,1,COPBC,,,,2021/06/23 16:48:26+00,,,,,Undetermined,,,,,2021/05/05 14:25:00+00,,2021/05/11 00:30:00+00,,,,,,,RMCC,,,,,,21 Field 8,,RX,FI,38.41243,-96.53318,236,,{AE1C3420-F997-4888-9709-50686CBDD3BD},,0,0,0,0,0,,447,,,,Chase,COPBC,20017,,,,,Other,,,,,,,RM77,NPS,KSTGP,US-KS,Grass,GR6,,,,2021-KSTGP-000447,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/06/23 16:48:27+00,2021/05/05 14:30:33+00,{390CC75A-741D-44E2-936A-332A66D6829D},0.06438888,-0.000121583
11621,Sandy,Wildfire Daily Fire Perimeter,Hand Sketch,0.5,2021/06/25 23:50:30+00,2021/06/25 23:50:30+00,2021/04/06 00:35:47+00,0.666478016,{6B227E04-B5D2-4801-975F-793639CCF48C},FFP,,CERTIFIED,,2021/04/05 21:59:59+00,2021/04/06 00:03:00+00,0.7,0.5,IDBDC,,,,2021/06/25 23:50:27+00,,,,,Human,Other Human Cause,,NXN7,,2021/04/05 19:34:59+00,,2021/04/07 18:00:00+00,,,,,PD,1522,GBCC,,,,,,SANDY,,WF,FI,43.3923,-116.2285,0.25,,{64B34CE4-A019-4879-A4C5-00623F7075F1},,0,1,0,0,0,,101,,,,Ada,IDBDC,16001,,,,Private,Private,,,,,,,GB03,BLM,IDBOD,US-ID,Brush,SH2,,,,2021-IDBOD-000101,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/06/25 23:50:27+00,2021/04/05 20:54:24+00,{84BFF536-AFEB-495F-B90E-9E5B78A9AA87},0.002461067,-3.00E-07
11622,Spring,Wildfire Daily Fire Perimeter,Image Interpretation,566.6510697,2021/08/28 00:18:17+00,2021/08/28 00:18:17+00,,566.6488552,{DAB17051-F63A-4C94-B536-A82AD64E9ECD},FFP,EKV8,CERTIFIED,,2021/07/01 00:00:00+00,2021/07/12 18:59:59+00,567,1,AZPDC,,,,2021/08/28 00:18:13+00,,,,,Natural,Lightning,,,,2021/06/20 00:35:52+00,,2021/07/14 04:21:00+00,,,,,P3,309,SWCC,,,,,,Spring,,WF,FI,34.9875,-112.4911,,2021/06/20 01:25:00+00,{A9FD2516-7878-432D-97F3-ED980DA3FDE8},,0,0,0,0,0,,877,,,,Yavapai,AZPDC,4025,FS,AZPNF,,USFS,Federal,,,,,,,SW02,FS,AZPNF,US-AZ,Grass-Shrub,GS2,,,,2021-AZPNF-000877,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/08/28 00:18:13+00,2021/06/20 03:02:37+00,{5EC8A7BF-B5B9-4FBC-A205-416EBFFE5AA0},0.086794841,-0.00022641
11623,Dragon Fire ,Wildfire Daily Fire Perimeter,Hand Sketch,0.1,2021/06/17 23:36:02+00,2021/06/20 21:11:47+00,2021/06/18 04:31:35+00,0.066491858,{539B4D95-7CB2-4332-9FA9-82A6147FF1CA},2021 NIFS,,DEFAULT,,2021/06/17 23:11:00+00,2021/06/18 01:46:00+00,0.3,0.1,MNMNCC,,,,,,,,,Natural,Lightning,,,,2021/06/17 22:26:00+00,,2021/06/21 21:00:00+00,,,,,,,EACC,,,,,,Dragon Fire ,,WF,FI,,,,2021/06/17 22:43:00+00,{F892D1BC-4F08-4CFE-B2AE-938302FA0207},,0,,,,,,234039,,,,St. Louis,MNMNCC,27137,,,,Private,Private,,,,,,,EA03,DNR,MNMNS,US-MN,Timber,,,,,2021-MNMNS-234039,No Decision,INFORM_Inspector,INFORM_Inspector,0,,,,IRWIN,,2021/08/12 21:38:52+00,2021/06/17 23:35:59+00,{D0BA29E9-8B7B-4DAF-B400-6C388BB2CC7B},0.000715036,-3.20E-08
11624,Taylor Mountains,Wildfire Daily Fire Perimeter,Image Interpretation,99.5,2021/07/23 21:38:28+00,2021/07/23 21:38:28+00,2021/06/30 21:59:59+00,99.45126449,{B8979D25-1213-4976-933D-BB82E09626FD},FFP,,CERTIFIED,,2021/07/05 22:56:13+00,2021/07/05 22:56:00+00,99.5,40,AKMSSC,,,,2021/07/23 21:38:26+00,Minimal,,,,Natural,Lightning,,,,2021/06/17 03:47:50+00,Type 5 Incident,2021/07/05 22:56:00+00,,,,,,,AICC,,,,,,Taylor Mountains,,WF,FI,60.799867,-157.168033,,,{B9004DF2-BD96-434D-AE5A-3CC31B1C0F3D},,0,,,0,,,104238,,,,Dillingham,AKMSSC,2070,DNR,AKDNS,,State,Other,,,,,,,AK09,DVF,AKSWS,US-AK,,,Chaparral (6 feet),,,2021-AKSWS-104238,No Decision,ifm,INFORM_Inspector,0,,,,IRWIN,,2021/07/23 21:38:27+00,2021/06/19 05:28:08+00,{1CB0B81C-3698-4933-8628-1E0ADB5D1096},0.039677276,-6.63E-05
11625,MONUMENT HILL,Wildfire Daily Fire Perimeter,Phone/Tablet,3,2021/06/20 21:44:33+00,2021/06/20 21:57:05+00,2021/06/21 01:02:05+00,4.068645912,{81654A36-5F4E-4944-8D7E-7DE0A302A930},2021 NIFS,,DEFAULT,4.07,2021/06/20 22:15:00+00,2021/06/29 18:59:59+00,4,3,WACWC,,,,,,,,,Undetermined,Other Human Cause,,N3EH,,2021/06/20 20:02:00+00,,2021/06/29 18:59:59+00,,,,,PN,1522,NWCC,,,,,,MONUMENT HILL,,WF,FI,47.285,-119.8226,4,,{713F593B-36B3-4ABF-8E83-101DE99316BB},,0,1,0,0,0,,231,,,,Grant,WACWC,53025,,,,Private,Private,,,,,,,NW10,C&L,WAGNRN,US-WA,Grass-Shrub,GS2,,,,2021-WAGNRN-000231,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/06/29 19:01:39+00,2021/06/20 21:44:26+00,{AF1684C2-29CC-45B5-8574-DA5B9D5A7DC9},0.006777724,-1.96E-06
11626,Sylvan,Wildfire Daily Fire Perimeter,Infrared Image,3791.522166,2021/06/20 22:14:33+00,2021/06/30 15:01:34+00,2021/06/25 14:19:00+00,3791.507165,{66B476EA-9A0F-4BC4-8144-029642BC77EC},2021 NIFS,,ICS209,3770.7414,,,3792,1,COGJC,7230000,,,,Minimal,Smoldering,Creeping,Single Tree Torching,Undetermined,,,N3D6,,2021/06/20 21:14:00+00,Type 4 Incident,,10,90,0,0,P2,215,RMCC,2021/09/23 21:00:00+00,2021/09/16 23:00:00+00,2021/09/23 21:00:00+00,U,Type 4 IC,Sylvan,"15 Miles South of Eagle, CO near Sylvan Lake State Park",WF,FI,39.53996,-106.0885,90,,{55D1DEB4-08DD-4EBC-A6A0-86EA112E2573},,0,1,0,0,0,0,210187,90,100,,Eagle,COGJC,8037,FS,COWRF,,USFS,Federal,,,,,,,RM28,FS,COWRF,US-CO,,,Timber (Grass and Understory),Brush (2 feet),0,2021-COWRF-210187,Approved Decision,wildcad,ics209,0,Type 4 Incident,2021/07/09 23:38:52+00,,IRWIN,,2021/09/23 21:18:32+00,2021/06/20 22:14:17+00,{7F739B3A-E43C-45B6-AE1B-85036ADE45B5},0.439344918,-0.001605686
11627,Rafael,Wildfire Daily Fire Perimeter,Infrared Image,78064.50018,2021/07/01 07:12:34+00,2021/07/01 19:38:38+00,2021/06/30 00:00:00+00,78064.21291,{0AA08385-6CF3-4809-9771-854D836A20DF},2021 NIFS,,FIREREPORTING,78708.7544,2021/07/16 00:00:00+00,,78065,0.1,AZPDC,11000000,,,,Minimal,Smoldering,Smoldering,Smoldering,Natural,,,N3CY,,2021/06/19 02:27:00+00,Type 4 Incident,2021/09/12 16:20:00+00,0,100,0,0,P3,309,SWCC,2021/07/15 00:00:00+00,2021/07/14 00:00:00+00,2021/07/15 00:00:00+00,F,Type 4 IC,Rafael,"NE of Chino Valley, AZ near Sycamore Canyon",WF,FI,34.94224,-112.1618,,,{3FD60447-26E2-4A89-8A47-6278CF788357},,0,1,0,0,1,0,863,100,100,Chino Valley,Yavapai,AZPDC,4025,FS,AZPNF,,USFS,Federal,,,,,,,SW02,FS,AZPNF,US-AZ,,,Brush (2 feet),Timber (Grass and Understory),12,2021-AZPNF-000863,Approved Decision,wildcad,wildcad,0,Type 3 Incident,2021/07/01 00:59:21+00,,IRWIN,,2021/09/12 16:21:11+00,2021/06/19 14:02:50+00,{CFBF6093-C44A-4844-83B1-71B850455C66},1.118940561,-0.031206445
11628,Willie,Wildfire Daily Fire Perimeter,Mixed Methods,13.85569863,2021/06/21 13:07:05+00,2021/06/24 22:04:23+00,,13.866483,{B0C1EF84-EC95-4030-9ED4-6CA30A81B9B2},2021 NIFS,,CERTIFIED,,2021/06/06 02:00:00+00,2021/06/06 03:59:59+00,13.9,0.1,IDBDC,,,,2021/07/26 12:37:13+00,,,,,Human,Debris/Open Burning,,N18G,,2021/06/05 20:28:00+00,,2021/06/07 18:00:00+00,,,,,PD,1522,GBCC,,,,,,WILLIE,,WF,FI,43.34802,-116.6739,10,2021/06/05 21:20:59+00,{7B07B612-40F6-4F50-91F6-E43C9E9DC1BD},,0,1,0,0,0,,347,,,,Owyhee,IDBDC,16073,C&L,IDOWX,,Private,Private,,,,,,,GB03,BLM,IDBOD,US-ID,Brush,SH2,,,,2021-IDBOD-000347,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/07/26 12:37:15+00,2021/06/05 22:19:56+00,{1373887F-719A-47BD-B086-4EF96D6F4BD6},0.014099857,-6.23E-06
11629,Cottonwood,Wildfire Daily Fire Perimeter,GPS-Walked,135.553799,2021/08/10 18:55:48+00,2021/08/10 18:55:48+00,2021/06/19 06:49:59+00,135.5940301,{6C55CE94-E2C7-410B-80F1-BB20D2E05577},FFP,,CERTIFIED,,2021/06/23 23:00:00+00,2021/06/23 23:00:00+00,135,1,UTCDC,120000,,,2021/08/10 18:55:40+00,Minimal,Smoldering,,,Natural,Lightning,,N280,,2021/06/19 01:50:00+00,Type 4 Incident,2021/07/01 01:20:00+00,0,100,0,0,PD,1522,GBCC,2021/06/22 21:59:59+00,2021/06/21 21:59:59+00,2021/06/22 21:59:59+00,F,Type 4 IC,Cottonwood,20 miles north west of Kanab UT,WF,FI,37.03853,-112.7148,,2021/06/19 02:00:59+00,{BFB92657-751C-4C83-9D06-59ED3CAA360B},,0,1,0,0,0,0,322,100,100,Kanab City Ut,Kane,UTCDC,49025,BLM,UTCCD,,BLM,Federal,,,,,,,GB35,BLM,UTCCD,US-UT,Grass-Shrub,GS1,Brush (2 feet),,53,2021-UTCCD-000322,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/08/10 18:55:44+00,2021/06/19 04:20:27+00,{8EDDF41A-AD8A-46BC-851E-8F89940AB9E8},0.079787548,-5.56E-05
11630,MM110 I84,Wildfire Daily Fire Perimeter,Mixed Methods,9.187260401,2021/06/21 13:49:28+00,2021/06/24 22:11:34+00,,9.191125976,{EC8DF7C7-39E3-47D9-AE4B-E62EFCDB0F77},2021 NIFS,,CERTIFIED,,2021/06/21 03:00:00+00,2021/06/21 05:58:59+00,9.2,0.1,IDBDC,,,,2021/07/26 13:38:20+00,,,,,Human,Equipment,,N3EX,,2021/06/21 00:27:00+00,,2021/06/22 18:00:00+00,,,,,PD,1522,GBCC,,,,,,MM110 I84,,WF,FI,42.96648,-115.4942,,2021/06/21 00:27:00+00,{77899CC9-6CBB-4049-A267-9D7BBF690630},,0,1,0,0,0,,433,,,,Elmore,IDBDC,16039,C&L,IDELX,,Private,Private,,,,,,,GB03,BLM,IDBOD,US-ID,Grass,GR1,,,,2021-IDBOD-000433,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/07/26 13:38:21+00,2021/06/21 01:01:43+00,{66689D6F-BD10-4D70-894D-73F455FC70B6},0.015537749,-4.10E-06
11631,Goodenough Road,Wildfire Daily Fire Perimeter,Mixed Methods,24.97506759,2021/08/12 16:08:51+00,2021/08/12 16:08:51+00,,24.98233515,{B0CCD1FC-0ECD-4D60-A498-640C326E0DD9},FFP,,CERTIFIED,,2021/06/15 02:00:00+00,2021/06/16 00:00:00+00,24.9,1,IDEIC,,,,2021/08/12 16:08:33+00,,,,,Human,Other Human Cause,,N2ZP,,2021/06/14 19:37:00+00,,2021/07/13 20:00:00+00,,,,,PN,1522,GBCC,,,,,,Goodenough Road,,WF,FI,42.64074,-112.2243,10,,{97C7D87C-A724-4FC8-8FA9-F709A6F845BE},,0,1,0,0,0,,49,,,,Bannock,IDEIC,16005,,,,Private,Private,,,,,,,GB08,C&L,ID1BN,US-ID,Grass,GR1,,,,2021-ID1BN-000049,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/08/12 16:08:36+00,2021/06/14 21:35:31+00,{805BF188-64BC-4CB7-8F07-BABB081A166C},0.018001825,-1.11E-05
11632,Peru ,Wildfire Daily Fire Perimeter,Mixed Methods,0.68544282,2021/08/11 14:35:57+00,2021/08/11 14:35:57+00,2021/05/28 08:00:00+00,0.68575174,{DB6E120D-1F4F-42D4-BB90-FA48B448B35A},FFP,,CERTIFIED,,2021/05/28 23:45:00+00,2021/05/29 00:00:00+00,0.69,0.1,WYCPC,,,,2021/08/11 14:34:46+00,,,,,Human,Railroad,,N1LT,,2021/05/28 20:58:59+00,,2021/06/01 14:29:59+00,,,,,PD,1522,RMCC,,,,,,PERU,,WF,FI,41.5493,-109.5803,0.5,2021/05/28 21:04:00+00,{1789A0D8-16A3-4CD6-89B7-A81400D835D2},,0,1,0,0,1,,210113,,,,Sweetwater,WYCPC,56037,BLM,WYRSD,,BLM,Federal,,,,,,,RM11,BLM,WYRSD,US-WY,Brush,SH1,,,,2021-WYRSD-210113,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/08/11 14:34:47+00,2021/05/28 23:01:22+00,{B10A0A1F-01C9-484C-8D92-2D96EAB78B90},0.004789568,-2.99E-07
11633,Holland,Wildfire Daily Fire Perimeter,Mixed Methods,0.62,2021/05/28 18:48:47+00,2021/06/21 14:12:09+00,2021/05/28 08:00:00+00,0.62418701,{D2FCF2AA-27FE-4872-991F-0D38B2A8B095},2021 NIFS,,DEFAULT,,2021/05/28 16:12:59+00,2021/05/28 17:34:00+00,0.7,0.7,CAPNFC,,,,,,,,,Undetermined,,,N1PN,,2021/05/28 14:45:00+00,,2021/06/01 20:27:00+00,,,,,,,ONCC,,,,,,Holland,,WF,FI,40.15137,-120.9315,,,{191751C5-075D-45C9-9D4B-A0595E947BB3},,0,0,0,0,1,,689,,,,Plumas,CAPNFC,6063,FS,CAPNF,,USFS,Federal,,,,,,,NC07,FS,CAPNF,US-CA,,,,,,2021-CAPNF-000689,No Decision,wildcad,wildcad,0,,,,IRWIN,,2021/06/01 20:29:54+00,2021/05/29 00:06:03+00,{ED161217-B0A4-4DDC-8012-3FC12882B0AC},0.002338357,-2.67E-07
11634,Morin,Wildfire Daily Fire Perimeter,Mixed Methods,1.7,2021/05/26 21:41:31+00,2021/06/21 14:11:01+00,2021/05/26 21:45:00+00,1.696682626,{6598F1C1-1207-4D9A-BE61-C5C003F64465},2021 NIFS,,CERTIFIED,,,2021/05/26 21:30:00+00,2,,NHNEC,,,,2021/06/11 11:28:26+00,,,,,Human,Debris/Open Burning,Yard Debris,,S4120,2021/05/26 21:26:00+00,,2021/05/26 22:39:00+00,,,,,,,EACC,,,,,,Morin,,WF,FI,,,,2021/05/26 21:27:00+00,{6238F0B6-B484-43CD-BD58-F861027AAC7F},1,0,0,,,0,,21003488,,,,Penobscot,NHNEC,23019,SFS,MEMES,,Private,Private,,,,,,,EA22,SFS,MEMES,US-ME,Timber,TL2,,,,2021-MEMES-21003488,No Decision,INFORM_Mobile,INFORM_Inspector,0,,,,IRWIN,,2021/06/11 11:28:26+00,2021/06/05 20:29:06+00,{356D5087-2A1B-4BCA-B2AC-7348AC500B4B},0.00438087,-7.82E-07
11635,Yellow Pine,Wildfire Daily Fire Perimeter,Mixed Methods,106.84,2021/07/23 21:41:47+00,2021/07/23 21:41:47+00,2021/06/20 08:00:00+00,106.8383611,{15784489-728F-4613-B3FF-C9B3888DA629},FFP,,CERTIFIED,,2021/06/22 19:34:59+00,2021/06/24 17:35:00+00,95,10,AZPDC,,,,2021/07/23 21:41:45+00,,,,,Natural,Lightning,,N3B7,,2021/06/19 23:31:00+00,,2021/07/08 21:59:59+00,,,,,,,SWCC,,,,,,Yellow Pine,,WF,FI,35.11564,-113.8351,10,2021/06/19 23:32:00+00,{66DA2802-8B8B-4D68-8BC0-001437E6BDBE},,0,1,0,0,0,,876,,,,Mohave,AZPDC,4015,BLM,AZCRD,,BLM,Federal,,,,,,,SW02,BLM,AZCRD,US-AZ,Grass-Shrub,GS3,,,,2021-AZCRD-000876,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/07/23 21:41:46+00,2021/06/20 00:34:26+00,{7D63060C-7E09-46B0-BAF4-2D4DA1662C3F},0.035312644,-4.27E-05
11636,Tout,Wildfire Daily Fire Perimeter,Mixed Methods,249.55,2021/06/24 01:12:38+00,2021/06/24 15:17:02+00,2021/06/23 08:00:00+00,249.5465676,{661A8D82-04F8-4C6C-9C0A-CD7DD098E41F},2021 NIFS,,CERTIFIED,501.7047,2021/06/30 00:59:59+00,2021/06/30 00:59:59+00,268,6,AZADC,350000,,,2021/09/22 22:23:26+00,Minimal,Smoldering,Smoldering,Smoldering,Natural,Lightning,,N3DP,,2021/06/19 23:22:00+00,Type 3 Incident,2021/06/30 00:59:59+00,0,100,0,0,PN,1522,SWCC,2021/06/30 00:59:59+00,2021/06/24 00:30:00+00,2021/06/30 00:59:59+00,F,Type 3 IC,TOUT,10 miles SW of Seligman AZ,WF,FI,35.19307,-112.966,15,,{C9B67AE3-1068-4F5E-B570-8F01FDDDB3D0},,0,1,0,0,0,0,1024,100,100,Seligman,Yavapai,AZWDC,4025,SF,AZA5S,,State,Other,,,,,,,SW02,SF,AZA5S,US-AZ,,,Chaparral (6 feet),Short Grass (1 foot),4,2021-AZA5S-001024,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/09/22 22:23:24+00,2021/06/20 17:45:24+00,{F21DCB91-F1FA-41E3-8EF4-8FA50D0E14E0},0.069222637,-1.00E-04
11637,Clevenger,Wildfire Daily Fire Perimeter,Mixed Methods,53,2021/06/21 01:54:35+00,2021/06/21 14:15:13+00,2021/06/20 08:00:00+00,53.04422611,{292CCD1D-4BC7-4D50-8C5F-0F305BAFC7B0},2021 NIFS,,DEFAULT,,,,,0.1,CAMVIC,,,,,,,,,Undetermined,,,N3EY,,2021/06/20 23:58:30+00,,,,,,,PN,1522,OSCC,,,,,,CLEVENGER,,WF,FI,33.073906,-116.92256,,,{5E6DD98C-46A7-4ACA-823A-45B8063AA1AB},,0,1,0,0,0,,11299,,,,San Diego,CAMVIC,6073,,,,Private,Private,,,,,,,SC08,CDF,CAMVU,US-CA,,,,,,2021-CAMVU-011299,No Decision,cfcad,cfcad,0,,,,IRWIN,,2021/06/21 01:05:12+00,2021/06/21 00:02:06+00,{8C264F6D-2D6C-48A5-B686-79F6C2B28C55},0.019933296,-2.07E-05
11638,MM 17,Wildfire Daily Fire Perimeter,Mixed Methods,135.9590246,2021/08/10 18:04:51+00,2021/08/10 18:04:51+00,2021/06/20 08:00:00+00,136.0463897,{D899209E-119E-480A-961C-A4E517ABCE20},FFP,,CERTIFIED,,2021/06/22 01:10:00+00,2021/06/25 18:30:00+00,136,0.1,UTRFC,,,,2021/08/10 18:04:50+00,,,,,Human,Equipment,,N3B0,,2021/06/19 21:53:00+00,,2021/07/05 18:40:00+00,,,,,PD,1522,GBCC,,,,,, MM 17,,WF,FI,39.38104,-111.9279,,2021/06/19 22:34:59+00,{7D8372B8-745C-42E2-8FB1-5D7376B7B288},,0,1,0,0,0,,210212,,,,Juab,UTRFC,49023,BLM,UTRID,,BLM,Federal,,,,,,,GB27,BLM,UTRID,US-UT,Brush,SH7,,,,2021-UTRID-210212,No Decision,wildcad,INFORM_Inspector,0,,,,IRWIN,,2021/08/10 18:04:50+00,2021/06/19 23:04:48+00,{1BB48580-7316-4D4D-8E36-401F8A81EB65},0.040474906,-5.76E-05
